
Found LSM9DS1
Time, AccXangle, AccYangle, gyroXangle, gyroYangle, gyroZangle, CFangleX, CFangleY, heading, tiltCompensatedHeading, kalmanX, kalmanY
(1557542526.195665, -108.83654910211905, 149.83331741204378, -99.62917041000001, -70.40271783999997, -55.28386647, -109.49506084413522, 129.6135266373072, 86.82519891369725, 289.7922892423291, -108.82928169735045, 121.21602448943052)
(1557542527.316284, -105.510635063807, -149.3935919435391, -101.24380161000002, -71.55987019999996, -56.15845837, -107.75025785593829, -38.25360545520058, 86.43221978730296, 261.80227262264304, -106.9093150005393, -36.978658798246954)
(1557542528.508593, -108.75563173166253, 179.34296786927007, -102.24703349000002, -72.26803387999996, -56.74016425, -108.75477493337284, 92.02107306748181, 87.05490368062488, 274.43949415036786, -107.84546127835858, 73.6342955001753)
(1557542529.62912, -108.3549649941613, 178.39399776191792, -103.35492629000002, -73.06202371999996, -57.349505289999996, -108.95804608984592, 143.52723194814348, 86.40405146024698, 275.7385169031471, -108.10466923004094, 128.48422726425318)
(1557542530.761261, -108.73921909377866, 179.60935377273304, -104.41800089000002, -73.76230301999996, -57.93166519, -109.25197973220557, 164.8963933228972, 86.80269328228171, 274.6332296606628, -108.45717162455276, 156.04055823225644)
(1557542531.881792, -108.58162235399567, 178.94153865000462, -105.42983969000002, -74.47059017999996, -58.47974454, -109.25450082527962, 173.04016565516167, 86.59574173046236, 274.9687299270427, -108.5292499608244, 169.65745357492528)
(1557542533.002332, -108.58162235399567, 178.67700776843785, -106.46119841000002, -75.19761353999996, -59.0376927, -109.26331723050924, 176.13146157912738, 86.99200111089228, 274.7173522511752, -108.57399040171683, 176.40312555337297)
(1557542534.123252, -108.64903853789114, 179.338416081532, -107.49833318000002, -75.91433268999997, -59.58577205, -109.30960392293838, 177.76894662057015, 87.27152681961554, 274.0300102145713, -108.6347289853304, 180.07973669299614)
(1557542535.243807, -112.59223826656383, 149.17392666376753, -108.52723238000002, -76.62275508999997, -60.142389650000005, -111.69074420911363, 160.3285656864886, 87.58049078334366, 295.52469705608473, -110.6964831841867, 166.2629464044286)
(1557542536.364426, -108.39487343015162, 179.86613236358386, -109.53384624000002, -77.35022392999997, -60.71759757, -110.11586728573643, 171.76011815674576, 86.54824609177794, 274.70676650869314, -109.57819117365939, 174.8470267125773)
(1557542537.485357, -108.59395705130291, -150.36846230512944, -110.52195336000001, -78.08497024999997, -61.291882050000005, -109.5979639930763, -21.810928648379345, 86.06738863115132, 259.50516701521553, -109.09246754575759, 8.66306363988204)
(1557542538.60621, -109.02148447124507, -150.46448013972199, -111.54573920000001, -78.79569760999998, -61.85877173000001, -109.66159061597757, -99.28735048718492, 85.76360520094116, 259.46505855394247, -109.07790475014042, -77.11357407758976)
(1557542539.727149, -108.40839933855197, 179.46826865272305, -112.54959583000002, -79.50430228999997, -62.44927563000001, -109.31121850152222, 67.68257912475985, 86.52347401911649, 274.85705266246794, -108.74443696567243, 49.23988204757684)
(1557542540.847742, -108.3682492157788, -150.31281734366672, -113.56220743000002, -80.24688412999997, -62.99777358000001, -109.15048157007617, -63.411691492296086, 86.09318361589658, 259.69758397840644, -108.55527142456663, -55.43900942674352)
(1557542541.967855, -108.60893779641293, 179.46949944366634, -114.59508025000001, -80.94386334999997, -63.56039536000001, -109.23870443387821, 82.03823138128136, 87.00153286030556, 274.33646034078976, -108.59384294887705, 60.748794552900506)
(1557542543.088486, -109.16521562118349, 150.44831234615575, -115.59041851, -81.62710401999998, -64.12554505000001, -109.59274645026137, 122.81098369220598, 87.37276438503854, 289.125862224259, -108.87946513451196, 106.07297123110641)
(1557542544.209117, -108.70143982275967, -150.26927178098973, -117.25834127, -82.74353618999997, -65.02676138000001, -109.72513157776035, -41.483742459711436, 87.14678341618188, 257.90056446991923, -108.81028811843584, -42.33001419381563)
(1557542545.401313, -108.42160341809978, -149.8682803375808, -118.27834102, -83.44320543999997, -65.61684388, -109.351014581964, -106.79433288643305, 86.63887066432193, 258.6504592466391, -108.61147659110568, -103.05535373238294)
(1557542546.521908, -108.83654910211905, 150.22688774167665, -119.34173258, -84.20779275999998, -66.1617222, -109.46769191805703, 47.11256456243276, 87.05490368062488, 289.3767700494171, -108.73158570493666, 24.89541342553538)
(1557542547.647598, -108.59506794894057, 178.67700776843785, -120.33837592, -84.94260606999998, -66.71072065, -109.34277487258716, 125.7573051620358, 87.73114784726992, 273.8137346307128, -108.65383759923462, 104.08062513099298)
(1557542548.768306, -108.16783848610976, 178.7811255193588, -121.34150784, -85.65069918999998, -67.27550921, -109.03906580870071, 157.2883601284296, 86.72432388653651, 274.9234402340797, -108.39749063716191, 144.6651868600696)
(1557542549.888969, -108.27564770821306, 178.52776976917045, -122.32954125, -86.39383542999998, -67.86664031, -108.97622831240811, 169.7347514168741, 87.70938995736147, 273.76547519259987, -108.3134620127052, 165.27983769831425)
(1557542551.00962, -108.39515180223786, 178.93662811805672, -123.29050083, -87.15248772999998, -68.4314148, -109.01196623830594, 174.95241651758369, 86.46323843139801, 275.25215942363195, -108.32109785331761, 175.88710485862316)
(1557542552.130102, -108.71366225069136, -149.9881701761151, -124.34453458, -87.86923067999997, -68.99637689, -109.2545973457372, -20.29863267863557, 86.64418515203913, 258.3567089730666, -108.53656671917693, 11.34213689459986)
